"glossary_term","glossary_translation","source","target","file","location"
"Atlanteans","Atlantere","There are three different tribes in Widelands: the Barbarians, the Empire and the Atlanteans. All tribes have a different economy, strength and weaknesses, but the general gameplay is the same for all. We will play the Barbarians for now.","Der er tre forskellige stammer i Widelands: barbarerne, imperiet og atlanterne. Alle stammer har forskellig infrastruktur, styrker og svagheder, men det generelle spil er ens for alle. Vi spiller nu som barbarerne.","scenario_tutorial01_basic_control.wmf","../../data/campaigns/tutorial01_basic_control.wmf/scripting/texts.lua:40"
"Atlanteans","Atlantere","Blackroots are a special kind of root produced at blackroot farms and processed in mills. The Atlanteans like their strong taste and use their flour for making bread.","Rodfrugter er en speciel slags rødder fremstillet i rodfrugtlandbrug og behandlet i møller. Atlanterne kan lide deres stærke smag og bruger deres mel til at bage brød.","tribes_encyclopedia","../../data/tribes/wares/blackroot/helptexts.lua:4"
"Atlanteans","Atlantere","Fish is one of the biggest food resources of the Atlanteans. It has to be smoked in a smokery before being delivered to mines, training sites and scouts.","Fisk er en af de vigtigste madressourser for atlanterne. Den skal røges i et røgeri før den leveres til miner, træningsanlæg og spejdere.","tribes_encyclopedia","../../data/tribes/wares/fish/helptexts.lua:4"
"Atlanteans","Atlantere","The Atlanteans produce granite blocks in quarries and crystal mines.","Atlanterne hugger granitblokke i stenbrud og krystalminer.","tribes_encyclopedia","../../data/tribes/wares/granite/helptexts.lua:6"
"Atlanteans","Atlantere","These advanced shields are used by the best soldiers of the Atlanteans. They are produced in the armor smithy and used in the labyrinth – together with food – to train soldiers from defense level 1 to level 2.","Disse avancerede skjolde bruges af de bedste soldater blandt atlanterne. De fremstilles i rustningsmedjen og bruges i labyrinten - sammen med mad - til at træne soldater fra forsvarsniveau 1 til niveau 2.","tribes_encyclopedia","../../data/tribes/wares/shield_advanced/helptexts.lua:4"
"Advanced Shield","Avanceret skjold","These advanced shields are used by the best soldiers of the Atlanteans. They are produced in the armor smithy and used in the labyrinth – together with food – to train soldiers from defense level 1 to level 2.","Disse avancerede skjolde bruges af de bedste soldater blandt atlanterne. De fremstilles i rustningsmedjen og bruges i labyrinten - sammen med mad - til at træne soldater fra forsvarsniveau 1 til niveau 2.","tribes_encyclopedia","../../data/tribes/wares/shield_advanced/helptexts.lua:4"
"Advanced Spear","Avanceret spyd","This is an advanced spear with a steel tip. It is produced in a weapon smithy and used in a training camp – together with food – to train soldiers from attack level 1 to level 2.","Dette er et forfinet spyd med en stålspids. Det fremstilles i våbensmedjen og bruges i træningslejren - sammen med mad - til at træne soldater fra angrebsniveau 1 til niveau 2.","tribes_encyclopedia","../../data/tribes/wares/spear_advanced/helptexts.lua:4"
"Barbarians","Barbarerne","Still, I saw no way that I could erase my shame without fighting against these Barbarians. So, I left Fremil by boat to find a new world and a new life for myself, somewhere in the south. Now I am sailing on the Gulf of Perl with my family, some of my friends and a few of my best warriors.","Jeg så ingen måde at slette min skam uden at kæmpe tilbage mod disse barbarer. Så jeg forlod Fremil med båd for at finde en ny verden og et nyt liv for mig selv, et sted i syden. Nu sejler jeg på Perlegolfen med min familie, nogle af mine venner og nogle få af mine bedste krigere.","scenario_emp01.wmf","../../data/campaigns/emp01.wmf/scripting/texts.lua:93"
"Barbarians","Barbarerne","There are still a few Barbarians hiding on our island, but I am sure that we will find them soon. Every Barbarian who doesn’t attack us will be put in a boat with the other peaceful ones, and sent back to their country.","Der er stadig nogle få barbarer skjult på vores ø, men jeg er sikker på, at vi snart vil finde dem. Hver barbar som ikke angriber os vil blive sat i en båd med de andre fredelige og sendt tilbage til deres land.","scenario_emp02.wmf","../../data/campaigns/emp02.wmf/scripting/texts.lua:267"
"Blockhouse","Blokhus","Your territory can be expanded by building various military buildings – Sentry, Fortress, Blockhouse, etc.","Dit territorium kan udvides ved at bygge forskellige militære bygninger - vagttårn, fæstning, barakker osv.","texts","../../data/txts/tips/general_game.lua:14"
"Well","Brønd","The jewel of the Alps, the Dolomites mountain range has been declared a World Heritage Site for its pristine beauty. This map is an as-faithful-as-reasonable reconstruction of the area delimited by Cortina d’Ampezzo in the north-east and Canazei in the south-west. If you have to be pitted in a duel to the death against your enemies, it may as well be in a beautiful place.","Juvelen i Alperne, bjergkæden Dolomitterne er blevet erklæret opført på UNESCOs verdensarvsliste for sin skønhed. Dette kort er en så nøjagtig som det kan lade sig gøre rekonstruktion af området afgrænset af Cortina d'Ampezzo i nordøst og Canazei i sydvest. Hvis du bliver udfordret i en duel til døden mod dine fjender, så kan det ligeså godt være på et smukt sted.","maps","../../data/maps/Dolomites_v2.wmf/elemental:10"
"Well","Brønd","Your well established smuggling routes suddenly got busy: two other tribes have appeared and now a rivalry among smugglers has started. Which team will be the first to smuggle a certain number of wares?","Dine veletablerede smuglerruter fik pludselig travlt. To andre stammer er ankommet og nu er en rivalisering blandt smuglerne begyndt. Hvilket hold vil være det første som smugler et bestemt antal varer?","maps","../../data/maps/MP_Scenarios/Smugglers.wmf/elemental:11"
"Well","Brønd","But all seemed well. Only the horses seemed to feel something was wrong. During the nights, they went crazy and were full of fear. It was not long before the horse breeder Xydra figured out what was wrong with them: the sea level in front of their stable was rising with ever increasing speed.","Men alt virkede til at være i orden. Kun hestene virkede som om, at de kunne mærke, at noget var galt. Om natten blev de vilde og var fulde af frygt. Det tog ikke lang tid før hesteavleren Xydra fandt ud af hvad der var galt med dem; havoverfladen foran deres stald steg med en stadig stigende hastighed.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:158"
"Well","Brønd","Our building infrastructure is finished and I spent some days making sure that everybody is working well together. Now, there are other pressing matters. I called Colionder, my personal cook, before me to get his help with sorting some things out.","Vores bygningsinfrastruktur er færdig og jeg brugte nogle dage med at sikre at alle arbejder godt sammen. Nu er der andre presserende ting. Jeg tilkaldte Colionder, men personlige kok, for at hjælpe med at udrede nogle ting.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:219"
"Well","Brønd","This is good news indeed, Opol. Our economy is developing very well. Go back to your work now, Opol, and may Satul warm you and all your guild members!","Det er en rigtig god nyhed, Opol. Vores økonomi udvikler sig godt. Gå tilbage til dit arbejde nu, Opol, og må Satul være med dig og alle dine lavmedlemmer!","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:293"
"Well","Brønd","Today I saw the first recruits gathering in front of the new barracks. If everything goes well, they should receive their training soon.","I dag så jeg de første rekrutter samle sig foran den nye barak. Hvis alt går godt, så er de snart uddannet.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:329"
"Well","Brønd","I received an invitation from Sidolus. The first day of training in the newly finished labyrinth will be tomorrow. The dungeon is done as well and will start its work soon. I am looking forward to tomorrow; I am very interested in how our soldiers are trained, and I wonder if the additional workload will keep them from bullying the civilian population.","Jeg modtog en invitation fra Sidolus. Den første træningsdag i den nybyggede labyrint vil foregå i morgen. Fangekælderen er færdig og træningen starter snart. Jeg glæder mig til i morgen; jeg er meget interesseret i hvordan vores soldater trænes, og om yderligere pligter vil afholde dem fra at chikanere den civile befolkning.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:360"
"Well","Brønd","So you want to prepare us for a longer stay in these forests, Thron? Well, I see the wisdom in doing so, yet my heart is yearning for a glorious return to Al’thunran. Too long have we waited while our brethren have fought on the battlefield, and our axes and swords have turned rusty over time.","Så du ønsker at forberede os for et langt ophold i disse skove, Thron? Jeg kan se det kloge i dette valg, men mit hjerte skriger efter en gloværdig returnering til Al'thunran. I alt for lang tid har vi ventet, mens vores brødre har kæmpet på slagmarken, og vores økser og sværd er blevet rustne med tiden.","scenario_bar01.wmf","../../data/campaigns/bar01.wmf/scripting/texts.lua:320"
"Well","Brønd","Chieftain, this is a disgrace! It is well that we can produce grout for mighty fortifications and great buildings now – only this does not prevent our roofs from becoming leaky! Maybe the young ones like spending their nights in the rain, but I just can’t find any sleep with these raindrops dripping on my face!","Kaptajn dette er en skændsel! Det er godt at vi nu kan fremstille injektionsmørtel for mægtige befæstninger og store bygninger - men dette forhindrer ikke, at vores lofter bliver utætte! Måske kan de unge godt klare at tilbringe natten i regnvejr, men jeg kan ikke sove for disse regndråber på mit ansigt!","scenario_bar01.wmf","../../data/campaigns/bar01.wmf/scripting/texts.lua:478"
"Well","Brønd","Wonderful! Our roofs are not dripping anymore, and we have all the material we need for, well, whichever monumental building we see fit!","Vidunderligt! Vores lofter drypper ikke længere, og vi har al det materiale vi skal bruge for, tja, den monumentale bygning vi ønsker!","scenario_bar01.wmf","../../data/campaigns/bar01.wmf/scripting/texts.lua:489"
"Well","Brønd","Our geologists found a lot more deposits of iron ore, coal and even gold. We should enhance our current mines as soon as our miners are more experienced. We should build up some more mines, a bigger food infrastructure to always supply our men with sufficient food and a further processing economy. But that’s still not everything – most of our soldiers are quite young and neither have a good weapon nor are they well trained. We should build up training sites to prepare them for their future tasks.","Vores geologer fandt en masse depoter med jernmalm, kul og endda guld. Vi bør forbedre vores nuværende miner så snart vores minearbejdere er mere erfarne. Vi bør bygge flere miner, en bedre infrastruktur for fødevarer, så vi altid kan give vores mænd tilstrækkelig med mad og yderligere forbedre fremstillingsøkonomien. Men det er stadig ikke nok - de fleste af vores soldater er ret unge og ingen af dem har et godt våben eller er godt trænet. Vi bør bygge træningsfaciliteter, så de er forberedt på fremtidige opgaver.","scenario_bar02.wmf","../../data/campaigns/bar02.wmf/scripting/texts.lua:323"
"Well","Brønd","He told me about the blockhouse. Well, I don’t think we need more blockhouses – instead, we might concentrate on other things now.","Han fortalte mig om blokhuset. Jeg tror ikke vi har brug for flere blokhuse - i stedet kan vi koncentrere os om andre ting nu.","scenario_emp01.wmf","../../data/campaigns/emp01.wmf/scripting/texts.lua:159"
"Well","Brønd","Lutius. Well done. Well done. We have discovered all possible port locations in the complete region. Now we can strengthen our economy and we will manage to sail home soon.","Lutius. Godt arbejde. Vi har fundet alle mulige havneplaceringer i hele regionen. Nu kan vi styrke vores økonomi og vi vil snart kunne sejle hjem.","scenario_emp03.wmf","../../data/campaigns/emp03.wmf/scripting/texts.lua:529"
"Well","Brønd","I wanted to teach you how to build new flags, but it seems you have already found out on your own. Well done!","Jeg ville fortælle dig hvordan du bygger nye flag, men det ser ud til, at du selv har fundet ud af det. Godt gjort!","scenario_tutorial01_basic_control.wmf","../../data/campaigns/tutorial01_basic_control.wmf/scripting/texts.lua:146"
"Well","Brønd","The needed wares are also delivered there. For successful training, you need pitta bread and strong beer, as well as either fish or meat.","De krævede varer bliver også leveret. For succesfuld træning, så du bruge pittabrød og stærk øl, samt enten fisk eller kød.","scenario_tutorial02_warfare.wmf","../../data/campaigns/tutorial02_warfare.wmf/scripting/texts.lua:88"
"Well","Brønd","Here in the northern part, you only have a goldmine and a warehouse. While the miners are supplied well with food, there is no way to transport the gold ore to our smelting works in the southern part.","Her i den nordlige del har du kun en guldmine og et lager. Selvom minearbejderne har godt med madressourcer, så er der ingen måde at transportere guldmalmen til vores smelteværker i den sydlige del.","scenario_tutorial03_seafaring.wmf","../../data/campaigns/tutorial03_seafaring.wmf/scripting/texts.lua:34"
"Well","Brønd","Welcome back. In this tutorial, I’ll tell you what you can do to check how well your economy works.","Velkommen tilbage. I denne introduktion vil jeg fortælle dig hvad du kan gøre for at tjekke at hvordan din økonomi klarer sig.","scenario_tutorial04_economy.wmf","../../data/campaigns/tutorial04_economy.wmf/scripting/texts.lua:20"
"Well","Brønd","Building your economy up and making it work well and grow is the main part of Widelands. But you can’t control the workers directly – they will follow the general conditions you set.","Opbygning af din økonomi og at få den til at fungere godt og vokse er den vigtigste del af Widelands. Men du kan ikke kontrollere arbejderne direkte - de vil følge de generelle betingelser du angiver.","scenario_tutorial04_economy.wmf","../../data/campaigns/tutorial04_economy.wmf/scripting/texts.lua:21"
"Well","Brønd","You can find the full text of the license there as well as further information about its philosophy and the legal implications.","Du kan også finde den fulde licenstekst der samt yderligere information om filosofien og de juridiske implikationer.","texts","../../data/txts/LICENSE.lua:16"
"Well","Brønd","Connected to a computer player (the face in the picture as well as the mouse hover texts indicate the strength of the currently selected computer player).","Forbundet til en computerspiller (ansigtet i billedet samt teksten som fremgår når musen føres hen over indikerer styrken af den aktuelt markede computerspiller).","texts","../../data/txts/help/multiplayer_help.lua:18"
"Builder","Byggearbejder","We found one more building of this strange making. We have yet to see any of its builders. But obviously there has been a community on this island before and obviously it was militarized. I have to check on our military status with my generals. I will not allow that a potential enemy will find us unprepared.","Vi fandt endnu en bygning med de samme kendetegn. Vi har endnu ikke sit nogle af dens beboere. Men der har tydeligvis været et samfund på øen før og det var tydeligvis også militariseret. Jeg må gennemgå vores militære status med mine generaler. jeg vil ikke tillade, at en potentiel fjende vil overraske os uforberedte.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:404"
"Builder","Byggearbejder","Praise Satul! Ostur, the young ship builder did it. We have three ships – never have I seen sturdier ones – with enough room to carry all of us and some wares too. And this rescue came just in time: Lutas is about to swallow the rest of this island, the water rises faster by the hour. But we can make our escape now and start over in some country farther away…","Hil Satul! Ostur, den unge skibsbygger gjorde det. Vi har tre skibe - aldrig har jeg set mere solide - med nok plads til os alle og også nogle forsyninger. Og redningen kom i sidste øjeblik: Lutas er ved at sluge resten af denne ø, og vandet stiger hurtigere for hver time der går. Men vi kan undslippe nu og begynde forfra i et land længere væk...","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:474"
"Builder","Byggearbejder","Now watch closely while a builder leaves the headquarters and goes to the construction site. Also, a carrier will take position in between the two blue flags and carry wares from one blue flag to the other.","Kig nu godt efter mens en bygningsarbejder forlader hovedkvarteret og går til byggepladsen. En bærer vil blive placeret mellem de to blå flag og bære varer fra et blå flag til det næste.","scenario_tutorial01_basic_control.wmf","../../data/campaigns/tutorial01_basic_control.wmf/scripting/texts.lua:107"
"Double Trident","Dobbelt trefork","The double trident is one of the best tridents produced by the Atlantean weapon smithy. It is used in a dungeon – together with food – to train soldiers from attack level 2 to level 3.","Den dobbelte trefork er den bedste blandt treforkerne fremstillet af atlanternes våbensmedje. Den bruges i fangekælderen - sammen med mad - til at træne soldater fra angrebsniveau 2 til 3.","tribes_encyclopedia","../../data/tribes/wares/trident_double/helptexts.lua:4"
"Deep Mine","Dyb mine","Enhance the coal mine or the iron mine to a deep mine, and enhance the tavern to an inn.","Opgrader kulminen eller jernminen til en dybere mine, og udvid værtshuset til en kro.","scenario_bar01.wmf","../../data/campaigns/bar01.wmf/scripting/texts.lua:93"
"Deep Mine","Dyb mine","Such buildings usually have greater demands than the basic kind of that building – for instance, deep mines need snacks instead of rations. You will have to enhance your tavern to an inn in order to produce snacks out of pitta bread AND a second kind of food (meat or fish) AND beer.","Sådanne bygninger har normalt større krav end de mere enkle bygninger - for eksempel, kræver dybe miner mellemmåltider i stedet for rationer. Du skal udvide værtshuset til en kro for at kunne fremstille mellemmåltider ud af fladbrød OG en anden slags fødevare (kød eller fisk) OG øl.","scenario_bar01.wmf","../../data/campaigns/bar01.wmf/scripting/texts.lua:97"
"Deep Mine","Dyb mine","You may of course enhance all mines to deep mines instantly given you have the workers – bigger mines work a bit faster, smaller mines need cheaper food. It’s up to you which strategy you prefer.","Du kan selvfølgelig udvide alle dine miner til dybe miner øjeblikkeligt såfremt du har arbejderne - større miner fungerer en smule hurtigere, mindre miner kræver billigere mad. Det er op til dig hvilken strategi du ønsker.","scenario_bar01.wmf","../../data/campaigns/bar01.wmf/scripting/texts.lua:98"
"Deep Mine","Dyb mine","A bigger morsel than the ration to provide miners in deep mines. It is produced in an inn or a big inn out of fish/meat, pitta bread and beer.","En større mundfuld end rationer til at forsyne minearbejdere i dybe miner. Fremstilles i en kro eller storkro ud af fisk/kød, pitabrød og øl.","tribes_encyclopedia","../../data/tribes/wares/snack/helptexts.lua:4"
"Spider Silk","Edderkoppesilke","The weavers produce spidercloth and tabards in the weaving mill. Spidercloth is needed for the construction of some buildings and clothing, while tabards are the uniforms of soldiers. The weaving mill needs gold thread and spider silk as raw material. Spider silk is produced by the spider farm, while gold thread is produced by the gold spinning mill out of gold.","Væverne fremstiller silkeklæde og våbenkjortler i væveriet. Silkeklæde bruges til konstruktionen af visse bygninger og tøj, mens våbenkjortler bruges til at uniformere soldater. Væveriet skal bruge guldtråd og silketråd som råmaterialer. Edderkopsilke fremstilles af silkegårde, mens guldtråd fremstilles ud fra guld af guldspindemøllen.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:75"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","Like all other tribes, the Atlanteans are also able to train soldiers: the dungeon trains attack – the major attribute of the Atlanteans – and the labyrinth trains evasion, health and defense. The items produced by the industry are used to train better soldiers in the two training sites.","Som alle andre stammer er atlanterne også i stand til at træne soldater; fangekælderen træner angreb - den vigtigste egenskab for atlanterne - og labyrinten træner undvigelse, helbred og forsvar. Produkterne fra industrien bruges til at træne bedre soldater i de to træningsanlæg.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:111"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","Build a dungeon and a labyrinth","Byg en fangekælder og en labyrint","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:112"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","I agree with you and I have punished the troublemakers severely. But it is very difficult to keep my men quiet: they are bored and have nothing to do. I would like to ramp up their drill. I think more routine in their life would keep them occupied and focused on their duties. I would need a dungeon and a labyrinth for them. I have the plans ready, but I guess they won’t come cheap.","Jeg er enig med dig og jeg har straffet ballademagerne hårdt. Men det er meget svært at holde mine mænd i ro: De keder sig, da de intet har at lave. Jeg vil godt have dem i gang. Jeg tror, at mere rutine i deres liv vil holde dem beskæftiget og fokuseret på deres pligter. Jeg skal bruge en fangekælder og en labyrint. Jeg har planerne klar, men det bliver nok ikke helt billigt.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:344"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","I received an invitation from Sidolus. The first day of training in the newly finished labyrinth will be tomorrow. The dungeon is done as well and will start its work soon. I am looking forward to tomorrow; I am very interested in how our soldiers are trained, and I wonder if the additional workload will keep them from bullying the civilian population.","Jeg modtog en invitation fra Sidolus. Den første træningsdag i den nybyggede labyrint vil foregå i morgen. Fangekælderen er færdig og træningen starter snart. Jeg glæder mig til i morgen; jeg er meget interesseret i hvordan vores soldater trænes, og om yderligere pligter vil afholde dem fra at chikanere den civile befolkning.","scenario_atl01.wmf","../../data/campaigns/atl01.wmf/scripting/texts.lua:360"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","The double trident is one of the best tridents produced by the Atlantean weapon smithy. It is used in a dungeon – together with food – to train soldiers from attack level 2 to level 3.","Den dobbelte trefork er den bedste blandt treforkerne fremstillet af atlanternes våbensmedje. Den bruges i fangekælderen - sammen med mad - til at træne soldater fra angrebsniveau 2 til 3.","tribes_encyclopedia","../../data/tribes/wares/trident_double/helptexts.lua:4"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","This is the most dangerous weapon of the Atlantean military. Only the best of the best soldiers may use it. It is produced in the weapon smithy and used in the dungeon – together with food – to train soldiers from attack level 3 to level 4.","Dette er det mest farlige våben i atlanternes militær. Kun den bedste af de bedste soldater kan bruge den. Den fremstilles i våbensmedjen og bruges i fangekælderen - sammen med mad - til at træne soldater fra angrebsniveau 3 til niveau 4.","tribes_encyclopedia","../../data/tribes/wares/trident_heavy_double/helptexts.lua:4"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","The long trident is the first trident in the training of soldiers. It is produced in the weapon smithy and used in the dungeon – together with food – to train soldiers from attack level 0 to level 1.","Den lange trefork er den første trefork i træningen af soldater. Den produceres i våbensmedjen og bruges i fangekælderen - sammen med mad - til at træne soldater fra angrebsniveau 0 til niveau 1.","tribes_encyclopedia","../../data/tribes/wares/trident_long/helptexts.lua:4"
"Dungeon","Fangekælder (måske bedre med forhindringsbane)","This is the medium trident. It is produced in the weapon smithy and used by advanced soldiers in the dungeon – together with food – to train from attack level 1 to level 2.","Dette er den mellemste trefork. Den fremstilles i våbensmedjen og anvendes af avancerede soldater i fangekælderen - sammen med mad - til at træne fra angrebsniveau 1 til niveau 2.","tribes_encyclopedia","../../data/tribes/wares/trident_steel/helptexts.lua:4"
"Gilded Armor","Forgyldt rustning","The gilded armor is the strongest armor an Empire soldier can have. It is produced in the armor smithy and used in the training camp – together with food – to train soldiers from health level 3 to level 4.","Den forgyldte rustning er den stærkeste rustning for for imperiets soldater. Den fremstilles i rustningsmedjen og bruges i træningslejren - sammen med mad - til at træne soldater fra helbredsniveau 3 til niveau 4.","tribes_encyclopedia","../../data/tribes/wares/armor_gilded/helptexts.lua:4"
"Defense","Forsvar","The helmet is the basic defense of a warrior. It is produced in an armor smithy. In combination with a wooden spear, it is the equipment to fit out young soldiers. Helmets are also used in training camps – together with food – to train soldiers from health level 0 to level 1.","Hjelmen er grundlæggende udstyr i beskyttelsen af en kriger. Den fremstilles i en rustningsmedje. I kombination med en trælanse er det udstyret for unge soldater. Hjelme bruges også i træningslejre - sammen med mad - til at træne soldater fra helbredsniveau 0 til niveau 1.","tribes_encyclopedia","../../data/tribes/wares/armor_helmet/helptexts.lua:4"
"Old","Gammel","It is said that the old war monks, living in the even older swamps, are the key to control over the whole island.","Det sige at de gamle krigsmunke, der lever i de endnu ældre sumpe, er nøglen til kontrol over hele øen.","maps","../../data/maps/Swamp_Monks.wmf/elemental:10"
"Old","Gammel","Some say that impenetrable lands to the far north scared away even the most courageous settlers and the bravest of the brave warriors. Big and old forests, full of big and predatory game, cut across by wetlands and hills were shrouded in mystery. The ones who had managed to come back mentioned tremendous buildings, decorated with carvings and gold from majestic mountain ranges somewhere amongst the wilderness. Dozens of years after only some crumbly ruins remain of these good old times, covered with moss and trees. Their shapes give only an idea about the craftsmanship of ancient constructors. Nobody knows why they (have) disappeared. Nobody knows why. People say that now nothing is blocking the road to wealth. But many will die pulled apart by wolves, engulfed by swamp… encircled by hostile tribes.","Nogle siger at de uigennemtrængelige lande fjernt mod nord skræmte selv de mest modige bosættere og krigere væk. Store og gamle skove, fulde af store og jagende dyr, gennemskåret af vådområder og bakker var indhyllet i mystik. De få, som vendte tilbage, nævnte enorme bygninger, dekoreret med indgraveringer og guld fra majestætiske bjergkæder et sted i vildmarken. År efter er der kun nedbrudte ruiner dækket af mos og træer tilbage fra disse gode, gamle tider. Deres former giver kun en ide om den håndværksviden, de gamle bygningsarbejdere havde. Ingen ved, hvorfor de forsvandt. Folk siger, at vejen til rigdom ingen hindringer har. Men mange vil dø og blive spist af ulvene, opslugt af sumpe ... omringet af fjendtlige stammer.","maps","../../data/maps/The_Far_North.wmf/elemental:10"
